,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,0.99999994,0.96747583,0.95569974,0.95569974,0.9667136,0.9660388,0.97409564,0.97213554,0.95490086,0.97159064,0.9849055,0.98590696,0.99032927,0.98924065,0.99032927,0.97746307,0.9669479,0.9660388,0.92099696,0.9586935,0.9884876,0.98842615,0.96187687,0.96561,0.94526285,0.99434197,0.96901274,0.98842615,0.9824692,0.94526285,0.98651874,0.95857173,0.99434197,0.97159064,0.98924065,0.9647405,0.990363,0.9690138,0.8854494,0.96492225,0.9690138,0.97213554,0.98422825,0.9825402,0.95353585,0.965878,0.99062806,0.98862076,0.9719962,0.95569974,0.96143234,0.98422825,0.92099696,0.9690138,0.99434197,0.97794163,0.980603,0.9690138,0.97973514,0.9795809,0.97289574,0.95977515,0.943567,0.99062806,0.9586935,0.9861382,0.98590696,0.9828882,0.98422825,0.96143234,0.98590696,0.96561,0.97212535,0.943567,0.98971945,0.9902983,0.9448418,0.9612665,0.9902983,0.9667136,0.97973514,0.9894378,0.9812456,0.9935031,0.9830619,0.990363,0.97212535,0.9448418,0.96187687,0.9862267,0.9511276,0.9647405,0.9319716,0.9612665,0.9912764,0.98862076,0.9902983,0.95353585,0.9902724,0.9499132,0.9752512,0.9499132,0.98862076,0.9612665,0.99032927,0.95569974,0.96187687,0.97365326,0.9914572,0.97289574,0.95857173,0.9647405,0.97742,0.9595789,0.9862267,0.9940934,0.9828882,0.96747583,0.98405015,0.94831914,0.98172724,0.9914572,0.9866549,0.9723116,0.915981,0.9877883,0.943567,0.92099696,0.98172724,0.97519314,0.95353585,0.9669479,0.97213554,0.9574511,0.9723116,0.9913161,0.98590696,0.9866615,0.97213554,0.97794163,0.99144006,0.95857173,0.92099696,0.980603,0.9927611,0.98971945,0.96889335,0.994826,0.9660388,0.94940287,0.943567,0.9866549,0.9861382,0.97746307,0.99062806,0.97794163,0.96561,0.9595789,0.99060917,0.9612665,0.9660388,0.98862076,0.98986095,0.9595789,0.9862267,0.9667136,0.97794163,0.9567407,0.98422825,0.9647405,0.97409564,0.97409564,0.99144006,0.9798577,0.96607244,0.9741288,0.9881069,0.9880712,0.95569974,0.9861382,0.9647405,0.9957227,0.9701443,0.9690138,0.98422825,0.9511276,0.97766995,0.97212535,0.9830619,0.9448418,0.9612665,0.9909404,0.99094045,0.9591732,0.96671355,0.9483192,0.9719961,0.9899774,0.9452629,0.99572253
1,0.96747583,1.0000002,0.9808316,0.9808316,0.9893007,0.9895095,0.9867033,0.98476267,0.88943136,0.9867049,0.98828596,0.9546298,0.96444434,0.96562135,0.96444434,0.9825651,0.98651713,0.9895095,0.838985,0.981661,0.9816883,0.9405094,0.9000075,0.98262143,0.8773354,0.9502098,0.98348963,0.9405094,0.9451696,0.8773354,0.96307945,0.89169884,0.9502098,0.9867049,0.96562135,0.9826851,0.9783389,0.98541075,0.7930353,0.9977832,0.98541075,0.98476267,0.9741138,0.9846507,0.8802922,0.8910066,0.9431324,0.9844986,0.9848288,0.9808316,0.8941617,0.9741138,0.838985,0.98541075,0.9502098,0.9868165,0.98625004,0.98541075,0.9868008,0.9837098,0.99820274,0.98228985,0.87423795,0.9431324,0.981661,0.9340294,0.9546298,0.9450669,0.9741138,0.8941617,0.9546298,0.98262143,0.9872371,0.87423795,0.9823991,0.9735223,0.8706292,0.99033976,0.9735223,0.9893007,0.9868008,0.9877417,0.98719406,0.97696376,0.9834728,0.9783389,0.9872371,0.8706292,0.9000075,0.93985486,0.9776396,0.9826851,0.84636444,0.99033976,0.9810778,0.9844986,0.9735223,0.8802922,0.98741484,0.97584105,0.98417556,0.97584105,0.9844986,0.99033976,0.96444434,0.9808316,0.9000075,0.9092354,0.9872644,0.99820274,0.89169884,0.9826851,0.98599887,0.98501515,0.93985486,0.97471756,0.9450669,1.0000002,0.988586,0.8731197,0.99369895,0.9872644,0.94841707,0.9125564,0.82570535,0.96309865,0.87423795,0.838985,0.99369895,0.9837882,0.8802922,0.98651713,0.98476267,0.9804302,0.9125564,0.97424453,0.9546298,0.9882958,0.98476267,0.9868165,0.97816306,0.89169884,0.838985,0.98625004,0.96017325,0.9823991,0.90255934,0.95794255,0.9895095,0.9957407,0.87423795,0.94841707,0.9340294,0.9825651,0.9431324,0.9868165,0.98262143,0.98501515,0.96374935,0.99033976,0.9895095,0.9844986,0.95215225,0.98501515,0.93985486,0.9893007,0.9868165,0.8849763,0.9741138,0.9826851,0.9867033,0.9867033,0.97816306,0.9830765,0.8935605,0.9284049,0.9773537,0.9378377,0.9808316,0.9340294,0.9826851,0.9732548,0.9842999,0.98541075,0.9741138,0.9776396,0.9816218,0.9872371,0.9834728,0.8706292,0.99033976,0.9608955,0.9608953,0.9815143,0.9893009,0.8731194,0.98482907,0.9825167,0.87733525,0.97325516
2,0.95569974,0.9808316,1.0000001,1.0000001,0.98892194,0.99434096,0.99244905,0.99626225,0.87088805,0.99404097,0.9854479,0.93275195,0.9619681,0.96466166,0.9619681,0.98919433,0.99738276,0.99434096,0.8011862,0.9991127,0.9771829,0.9270312,0.87251085,0.9959724,0.84938395,0.9403453,0.9959783,0.9270312,0.9201391,0.84938395,0.95733553,0.8651804,0.9403453,0.99404097,0.96466166,0.9988312,0.9815274,0.9956428,0.7584933,0.98349524,0.9956428,0.99626225,0.97350705,0.98531574,0.8600043,0.87366426,0.9337032,0.9831727,0.9945413,1.0000001,0.8731587,0.97350705,0.8011862,0.9956428,0.9403453,0.9874781,0.99148774,0.9956428,0.9925826,0.9860127,0.97618014,0.99813205,0.83858883,0.9337032,0.9991127,0.91749215,0.93275195,0.9300391,0.97350705,0.8731587,0.93275195,0.9959724,0.99623895,0.83858883,0.9772855,0.97062284,0.84998155,0.99479973,0.97062284,0.98892194,0.9925826,0.9809492,0.98456955,0.9742936,0.98632956,0.9815274,0.99623895,0.84998155,0.87251085,0.92664623,0.99912107,0.9988312,0.82242584,0.99479973,0.974846,0.9831727,0.97062284,0.8600043,0.9715862,0.998717,0.9920617,0.998717,0.9831727,0.99479973,0.9619681,1.0000001,0.87251085,0.8874489,0.97458875,0.97618014,0.8651804,0.9988312,0.991748,0.9973798,0.92664623,0.97121274,0.9300391,0.9808316,0.97846395,0.8542702,0.98561525,0.97458875,0.9352013,0.89807653,0.80244595,0.9415562,0.83858883,0.8011862,0.98561525,0.99371153,0.8600043,0.99738276,0.99626225,0.9997097,0.89807653,0.96786034,0.93275195,0.9788567,0.99626225,0.9874781,0.9641998,0.8651804,0.8011862,0.99148774,0.94726676,0.9772855,0.8865406,0.9539901,0.99434096,0.9806635,0.83858883,0.9352013,0.91749215,0.98919433,0.9337032,0.9874781,0.9959724,0.9973798,0.9567492,0.99479973,0.99434096,0.9831727,0.9410806,0.9973798,0.92664623,0.98892194,0.9874781,0.85235906,0.97350705,0.9988312,0.99244905,0.99244905,0.9641998,0.9829606,0.8718027,0.9041457,0.9829402,0.92688274,1.0000001,0.91749215,0.9988312,0.9663825,0.99541473,0.9956428,0.97350705,0.99912107,0.9879426,0.99623895,0.98632956,0.84998155,0.99479973,0.94872075,0.9487207,0.9991529,0.9889219,0.85427016,0.9945411,0.97904646,0.84938407,0.9663824
3,0.95569974,0.9808316,1.0000001,1.0000001,0.98892194,0.99434096,0.99244905,0.99626225,0.87088805,0.99404097,0.9854479,0.93275195,0.9619681,0.96466166,0.9619681,0.98919433,0.99738276,0.99434096,0.8011862,0.9991127,0.9771829,0.9270312,0.87251085,0.9959724,0.84938395,0.9403453,0.9959783,0.9270312,0.9201391,0.84938395,0.95733553,0.8651804,0.9403453,0.99404097,0.96466166,0.9988312,0.9815274,0.9956428,0.7584933,0.98349524,0.9956428,0.99626225,0.97350705,0.98531574,0.8600043,0.87366426,0.9337032,0.9831727,0.9945413,1.0000001,0.8731587,0.97350705,0.8011862,0.9956428,0.9403453,0.9874781,0.99148774,0.9956428,0.9925826,0.9860127,0.97618014,0.99813205,0.83858883,0.9337032,0.9991127,0.91749215,0.93275195,0.9300391,0.97350705,0.8731587,0.93275195,0.9959724,0.99623895,0.83858883,0.9772855,0.97062284,0.84998155,0.99479973,0.97062284,0.98892194,0.9925826,0.9809492,0.98456955,0.9742936,0.98632956,0.9815274,0.99623895,0.84998155,0.87251085,0.92664623,0.99912107,0.9988312,0.82242584,0.99479973,0.974846,0.9831727,0.97062284,0.8600043,0.9715862,0.998717,0.9920617,0.998717,0.9831727,0.99479973,0.9619681,1.0000001,0.87251085,0.8874489,0.97458875,0.97618014,0.8651804,0.9988312,0.991748,0.9973798,0.92664623,0.97121274,0.9300391,0.9808316,0.97846395,0.8542702,0.98561525,0.97458875,0.9352013,0.89807653,0.80244595,0.9415562,0.83858883,0.8011862,0.98561525,0.99371153,0.8600043,0.99738276,0.99626225,0.9997097,0.89807653,0.96786034,0.93275195,0.9788567,0.99626225,0.9874781,0.9641998,0.8651804,0.8011862,0.99148774,0.94726676,0.9772855,0.8865406,0.9539901,0.99434096,0.9806635,0.83858883,0.9352013,0.91749215,0.98919433,0.9337032,0.9874781,0.9959724,0.9973798,0.9567492,0.99479973,0.99434096,0.9831727,0.9410806,0.9973798,0.92664623,0.98892194,0.9874781,0.85235906,0.97350705,0.9988312,0.99244905,0.99244905,0.9641998,0.9829606,0.8718027,0.9041457,0.9829402,0.92688274,1.0000001,0.91749215,0.9988312,0.9663825,0.99541473,0.9956428,0.97350705,0.99912107,0.9879426,0.99623895,0.98632956,0.84998155,0.99479973,0.94872075,0.9487207,0.9991529,0.9889219,0.85427016,0.9945411,0.97904646,0.84938407,0.9663824
4,0.9667136,0.9893007,0.98892194,0.98892194,1.0000001,0.9928914,0.9951031,0.99376625,0.8912335,0.9957228,0.99275047,0.9526354,0.97522163,0.9762283,0.97522163,0.9935566,0.99160135,0.9928914,0.84071374,0.9898455,0.98553395,0.94575393,0.9007358,0.99211,0.8769366,0.9558641,0.9922595,0.94575393,0.94084096,0.8769366,0.9711112,0.8941154,0.9558641,0.9957228,0.9762283,0.99005896,0.9841995,0.99485195,0.8000385,0.990959,0.99485195,0.99376625,0.9874862,0.9901688,0.8807492,0.8975298,0.9518038,0.98330826,0.9931389,0.98892194,0.8937981,0.9874862,0.84071374,0.99485195,0.9558641,0.9956672,0.9906235,0.99485195,0.989641,0.9906777,0.9882841,0.99008507,0.87314534,0.9518038,0.9898455,0.9358994,0.9526354,0.94813234,0.9874862,0.8937981,0.9526354,0.99211,0.9922899,0.87314534,0.9845781,0.9793401,0.8733067,0.9956226,0.9793401,1.0000001,0.989641,0.9881947,0.9922165,0.979931,0.9901608,0.9841995,0.9922899,0.8733067,0.9007358,0.9476414,0.9876837,0.99005896,0.8525167,0.9956226,0.98545444,0.98330826,0.9793401,0.8807492,0.9832221,0.9861239,0.99177563,0.9861239,0.98330826,0.9956226,0.97522163,0.98892194,0.9007358,0.9101488,0.98278624,0.9882841,0.8941154,0.99005896,0.9943905,0.9940685,0.9476414,0.9769198,0.94813234,0.9893007,0.9884806,0.88038135,0.9920291,0.98278624,0.95270616,0.91971725,0.83370954,0.960018,0.87314534,0.84071374,0.9920291,0.9933409,0.8807492,0.99160135,0.99376625,0.9892226,0.91971725,0.97733736,0.9526354,0.9892692,0.99376625,0.9956672,0.979177,0.8941154,0.84071374,0.9906235,0.95839465,0.9845781,0.907745,0.96512127,0.9928914,0.98698413,0.87314534,0.95270616,0.9358994,0.9935566,0.9518038,0.9956672,0.99211,0.9940685,0.9670357,0.9956226,0.9928914,0.98330826,0.9561953,0.9940685,0.9476414,1.0000001,0.9956672,0.88169706,0.9874862,0.99005896,0.9951031,0.9951031,0.979177,0.9873997,0.89376366,0.9291929,0.9861001,0.9443672,0.98892194,0.9358994,0.99005896,0.9751512,0.9925773,0.99485195,0.9874862,0.9876837,0.9908426,0.9922899,0.9901608,0.8733067,0.9956226,0.963661,0.96366084,0.9899175,1.0000001,0.8803812,0.993139,0.98761743,0.8769366,0.9751514
5,0.9660388,0.9895095,0.99434096,0.99434096,0.9928914,0.9999996,0.9948621,0.99424964,0.88824755,0.9938528,0.9930212,0.9464716,0.9710094,0.9718337,0.9710094,0.9927063,0.99527216,0.9999996,0.82942647,0.99352264,0.9828998,0.94156045,0.8927382,0.9921439,0.86845255,0.9535289,0.9932552,0.94156045,0.9376259,0.86845255,0.9673808,0.8872396,0.9535289,0.9938528,0.9718337,0.9947976,0.9833827,0.9940542,0.78886366,0.98953146,0.9940542,0.99424964,0.9809421,0.9879118,0.8789105,0.8931386,0.9463493,0.98906595,0.99192214,0.99434096,0.8919529,0.9809421,0.82942647,0.9940542,0.9535289,0.98992145,0.9927375,0.9940542,0.99293596,0.98861724,0.9852196,0.9937626,0.8653044,0.9463493,0.99352264,0.9334904,0.9464716,0.9441525,0.9809421,0.8919529,0.9464716,0.9921439,0.99429935,0.8653044,0.9822094,0.9763483,0.8681441,0.9946015,0.9763483,0.9928914,0.99293596,0.98777914,0.9871897,0.9799454,0.9887122,0.9833827,0.99429935,0.8681441,0.8927382,0.9397783,0.99309564,0.9947976,0.84653264,0.9946015,0.9817829,0.98906595,0.9763483,0.8789105,0.98274297,0.9918571,0.99079204,0.9918571,0.98906595,0.9946015,0.9710094,0.99434096,0.8927382,0.907536,0.98210657,0.9852196,0.8872396,0.9947976,0.9927538,0.99464744,0.9397783,0.9798471,0.9441525,0.9895095,0.98430556,0.8731013,0.99080443,0.98210657,0.95072186,0.9172525,0.82722425,0.9551974,0.8653044,0.82942647,0.99080443,0.9931786,0.8789105,0.99527216,0.99424964,0.99422956,0.9172525,0.9725251,0.9464716,0.98605096,0.99424964,0.98992145,0.9741463,0.8872396,0.82942647,0.9927375,0.9609102,0.9822094,0.9068944,0.96251434,0.9999996,0.98701286,0.8653044,0.95072186,0.9334904,0.9927063,0.9463493,0.98992145,0.9921439,0.99464744,0.9684364,0.9946015,0.9999996,0.98906595,0.95263684,0.99464744,0.9397783,0.9928914,0.98992145,0.87635005,0.9809421,0.9947976,0.9948621,0.9948621,0.9741463,0.9847296,0.89191884,0.92083013,0.9853847,0.9410505,0.99434096,0.9334904,0.9947976,0.97267306,0.99212086,0.9940542,0.9809421,0.99309564,0.99359655,0.99429935,0.9887122,0.8681441,0.9946015,0.9589987,0.9589987,0.9940279,0.99289125,0.87310135,0.9919221,0.98507506,0.8684523,0.97267324
6,0.97409564,0.9867033,0.99244905,0.99244905,0.9951031,0.9948621,1.0,0.9965699,0.90700704,0.9988454,0.9962466,0.9611334,0.97879267,0.97971916,0.97879267,0.99615425,0.995417,0.9948621,0.8452529,0.9941105,0.98602533,0.9505498,0.90669703,0.9957265,0.8892536,0.9632991,0.99492735,0.9505498,0.94429404,0.8892536,0.97069407,0.90155596,0.9632991,0.9988454,0.97971916,0.9935764,0.9910588,0.9956475,0.8055048,0.98726845,0.9956475,0.9965699,0.9910897,0.99346125,0.89529556,0.9071281,0.95915496,0.9897959,0.99669623,0.99244905,0.90695083,0.9910897,0.8452529,0.9956475,0.9632991,0.99578875,0.99557436,0.9956475,0.99413687,0.989795,0.9846397,0.99528384,0.87851214,0.95915496,0.9941105,0.9438221,0.9611334,0.95784456,0.9910897,0.90695083,0.9611334,0.9957265,0.9960547,0.87851214,0.9878481,0.9819032,0.8886728,0.9937538,0.9819032,0.9951031,0.99413687,0.99108243,0.99527514,0.98722297,0.9918959,0.9910588,0.9960547,0.8886728,0.90669703,0.9520122,0.99079424,0.9935764,0.8617589,0.9937538,0.98857355,0.9897959,0.9819032,0.89529556,0.9863758,0.99110734,0.9939746,0.99110734,0.9897959,0.9937538,0.97879267,0.99244905,0.90669703,0.9179837,0.98783726,0.9846397,0.90155596,0.9935764,0.9975199,0.99591994,0.9520122,0.98472816,0.95784456,0.9867033,0.9905545,0.8921299,0.99429554,0.98783726,0.9584534,0.92835295,0.84475464,0.96790147,0.87851214,0.8452529,0.99429554,0.9973519,0.89529556,0.995417,0.9965699,0.9931197,0.92835295,0.9815735,0.9611334,0.9918336,0.9965699,0.99578875,0.9834264,0.90155596,0.8452529,0.99557436,0.96417993,0.9878481,0.91709936,0.975317,0.9948621,0.98104817,0.87851214,0.9584534,0.9438221,0.99615425,0.95915496,0.99578875,0.9957265,0.99591994,0.9730917,0.9937538,0.9948621,0.9897959,0.96066236,0.99591994,0.9520122,0.9951031,0.99578875,0.8873419,0.9910897,0.9935764,1.0,1.0,0.9834264,0.9886872,0.90419364,0.9368097,0.9922384,0.95102257,0.99244905,0.9438221,0.9935764,0.9833659,0.99650216,0.9956475,0.9910897,0.99079424,0.99474835,0.9960547,0.9918959,0.8886728,0.9937538,0.9670076,0.9670075,0.9940786,0.9951031,0.89212984,0.9966962,0.9908559,0.88925356,0.9833659
7,0.97213554,0.98476267,0.99626225,0.99626225,0.99376625,0.99424964,0.9965699,1.0,0.8946599,0.99799144,0.99346375,0.9522488,0.9781991,0.9805255,0.9781991,0.9951662,0.9971672,0.99424964,0.8352653,0.9971473,0.98906773,0.9492203,0.90020645,0.9980942,0.876384,0.9599025,0.9986255,0.9492203,0.94120395,0.876384,0.9739753,0.8935068,0.9599025,0.99799144,0.9805255,0.9977117,0.9921155,0.999219,0.79332197,0.9871551,0.999219,1.0,0.98537827,0.99425066,0.8856981,0.9011933,0.9553331,0.9898801,0.99867284,0.99626225,0.89815795,0.98537827,0.8352653,0.999219,0.9599025,0.9957964,0.99655724,0.999219,0.9964803,0.9944028,0.9834065,0.99619275,0.86889046,0.9553331,0.9971473,0.93973583,0.9522488,0.9487778,0.98537827,0.89815795,0.9522488,0.9980942,0.99820185,0.86889046,0.98849434,0.9843295,0.87622404,0.99504995,0.9843295,0.99376625,0.9964803,0.9906529,0.99345577,0.98587716,0.99521136,0.9921155,0.99820185,0.87622404,0.90020645,0.94945765,0.99489415,0.9977117,0.8528407,0.99504995,0.98777235,0.9898801,0.9843295,0.8856981,0.9828692,0.9939676,0.99775934,0.9939676,0.9898801,0.99504995,0.9781991,0.99626225,0.90020645,0.9126222,0.98523825,0.9834065,0.8935068,0.9977117,0.9976656,0.996845,0.94945765,0.9825649,0.9487778,0.98476267,0.9882479,0.8816949,0.9925646,0.98523825,0.9538037,0.9213859,0.8332664,0.9592215,0.86889046,0.8352653,0.9925646,0.99843293,0.8856981,0.9971672,1.0,0.9965726,0.9213859,0.9824613,0.9522488,0.98930025,1.0,0.9957964,0.97881114,0.8935068,0.8352653,0.99655724,0.9636865,0.98849434,0.91080487,0.97100735,0.99424964,0.9809063,0.86889046,0.9538037,0.93973583,0.9951662,0.9553331,0.9957964,0.9980942,0.996845,0.9710275,0.99504995,0.99424964,0.9898801,0.9609788,0.996845,0.94945765,0.99376625,0.9957964,0.88160956,0.98537827,0.9977117,0.9965699,0.9965699,0.97881114,0.9923232,0.89850324,0.92709845,0.9930597,0.9490613,0.99626225,0.93973583,0.9977117,0.9806972,0.9988117,0.999219,0.98537827,0.99489415,0.99319726,0.99820185,0.99521136,0.87622404,0.99504995,0.9672756,0.96727574,0.9971723,0.9937661,0.8816949,0.9986727,0.9905944,0.87638414,0.9806972
8,0.95490086,0.88943136,0.87088805,0.87088805,0.8912335,0.88824755,0.90700704,0.8946599,1.0,0.8985696,0.92387193,0.97875744,0.9463378,0.9330028,0.9463378,0.908738,0.8878981,0.88824755,0.96445864,0.8766806,0.92282414,0.9619142,0.9758437,0.8867823,0.9914307,0.9629701,0.88747036,0.9619142,0.9589411,0.9914307,0.9274416,0.9808198,0.9629701,0.8985696,0.9330028,0.8818937,0.93045455,0.8878592,0.95152813,0.88178813,0.8878592,0.8946599,0.93998337,0.91428196,0.9956552,0.9802381,0.96522164,0.9240566,0.8967169,0.87088805,0.9944981,0.93998337,0.96445864,0.8878592,0.9629701,0.9107274,0.90853965,0.8878592,0.90657437,0.9017776,0.8975655,0.8828108,0.9765213,0.96522164,0.8766806,0.9768802,0.97875744,0.9867586,0.93998337,0.9944981,0.97875744,0.8867823,0.89425814,0.9765213,0.93062854,0.9322007,0.9959717,0.8769672,0.9322007,0.8912335,0.90657437,0.92611325,0.91691107,0.9455767,0.9115462,0.93045455,0.89425814,0.9959717,0.9758437,0.9674568,0.86381876,0.8818937,0.97195065,0.8769672,0.9374213,0.9240566,0.9322007,0.9956552,0.9349795,0.8670437,0.89609945,0.8670437,0.9240566,0.8769672,0.9463378,0.87088805,0.9758437,0.9783376,0.9376149,0.8975655,0.9808198,0.8818937,0.90561336,0.877794,0.9674568,0.94656384,0.9867586,0.88943136,0.9271874,0.9857875,0.9166422,0.9376149,0.9666669,0.9782888,0.97023344,0.972172,0.9765213,0.96445864,0.9166422,0.90244323,0.9956552,0.8878981,0.8946599,0.87378126,0.9782888,0.93798,0.97875744,0.9267899,0.8946599,0.9107274,0.9499543,0.9808198,0.96445864,0.90853965,0.95459807,0.93062854,0.97660345,0.96448076,0.88824755,0.85948753,0.9765213,0.9666669,0.9768802,0.908738,0.96522164,0.9107274,0.8867823,0.877794,0.9524972,0.8769672,0.88824755,0.9240566,0.94959104,0.877794,0.9674568,0.8912335,0.9107274,0.969834,0.93998337,0.8818937,0.90700704,0.90700704,0.9499543,0.90419716,0.98409504,0.98924327,0.92572874,0.96941024,0.87088805,0.9768802,0.8818937,0.9507632,0.8928299,0.8878592,0.93998337,0.86381876,0.9107963,0.89425814,0.9115462,0.9959717,0.8769672,0.9450826,0.9450826,0.8767064,0.8912335,0.9857875,0.8967169,0.93105006,0.9914307,0.95076334
9,0.97159064,0.9867049,0.99404097,0.99404097,0.9957228,0.9938528,0.9988454,0.99799144,0.8985696,1.0000001,0.99504745,0.95673805,0.9765589,0.9787622,0.9765589,0.99610364,0.99623346,0.9938528,0.83727694,0.99580896,0.98658216,0.9474151,0.90102196,0.9974914,0.8813519,0.9596547,0.99702275,0.9474151,0.9404834,0.8813519,0.9699162,0.8945946,0.9596547,1.0000001,0.9787622,0.9951328,0.9909388,0.99723387,0.7961174,0.9885328,0.99723387,0.99799144,0.9887345,0.9934422,0.88715255,0.900758,0.95489025,0.9888259,0.9984783,0.99404097,0.8994212,0.9887345,0.83727694,0.99723387,0.9596547,0.99634105,0.9960798,0.99723387,0.9946348,0.99127394,0.98547477,0.9962137,0.870838,0.95489025,0.99580896,0.9394061,0.95673805,0.9520675,0.9887345,0.8994212,0.95673805,0.9974914,0.9972598,0.870838,0.98760843,0.98188007,0.8799747,0.9951951,0.98188007,0.9957228,0.9946348,0.9903591,0.99493474,0.98587763,0.9925621,0.9909388,0.9972598,0.8799747,0.90102196,0.9490067,0.99263793,0.9951328,0.8538126,0.9951951,0.9876623,0.9888259,0.98188007,0.88715255,0.9838759,0.99257743,0.9959212,0.99257743,0.9888259,0.9951951,0.9765589,0.99404097,0.90102196,0.9124739,0.98692036,0.98547477,0.8945946,0.9951328,0.99761117,0.99754244,0.9490067,0.982528,0.9520675,0.9867049,0.9901905,0.88492405,0.9941806,0.98692036,0.95430285,0.92215604,0.8358735,0.96334785,0.870838,0.83727694,0.9941806,0.99794483,0.88715255,0.99623346,0.99799144,0.9945452,0.92215604,0.98155665,0.95673805,0.9909109,0.99799144,0.99634105,0.9811734,0.8945946,0.83727694,0.9960798,0.96124834,0.98760843,0.91083586,0.9716218,0.9938528,0.98212934,0.870838,0.95430285,0.9394061,0.99610364,0.95489025,0.99634105,0.9974914,0.99754244,0.970214,0.9951951,0.9938528,0.9888259,0.95850646,0.99754244,0.9490067,0.9957228,0.99634105,0.88100994,0.9887345,0.9951328,0.9988454,0.9988454,0.9811734,0.9901953,0.89810157,0.93101346,0.99201167,0.9476565,0.99404097,0.9394061,0.9951328,0.98098814,0.99833393,0.99723387,0.9887345,0.99263793,0.99312603,0.9972598,0.9925621,0.8799747,0.9951951,0.9649969,0.9649969,0.99565965,0.9957228,0.88492405,0.9984783,0.9901676,0.8813519,0.9809884
